,,,,,,0101,0102,0103,0104,0105,0201,0202,0203,0204,0301,0302,0303,0401,0402,0501,0502,0503,0601,0602,0701,0702,0703,0704,0705,0706,0707,,,,,,,,,,,,,,,,,,,,,,,,,,
 CL,"Política Nacional de Ciencia, Tecnología, Conocimiento e Innovación","Este documento elaborado en el marco de la nueva institucionalidad que creó el Ministerio de Ciencia, Tecnología, Conocimiento e Innovación (Ley núm. 21105) promueve y articula, en conexión con otras estrategias del país, las capacidades en CTCI poniéndolas al servicio de las personas y del desarrollo de Chile. ",https://www.minciencia.gob.cl/el-ministerio/politica-nacional-de-ctci/,https://siac.minciencia.gob.cl/web,"0601,0701,0702",,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL,"Estrategia Nacional de Ciencia, Tecnología, Conocimiento e Innovación para el Desarrollo","Documento que aborda los desafíos y oportunidades de desarrollo de Chile y sus regiones. Entrega orientaciones para fortalecer el Ecosistema CTCI y propone cinco catalizadores que buscan movilizar y acelerar la capacidad transformadora que tiene la CTCI para contribuir a un desarrollo sostenible e integral: que haga sentido a las personas, que esté al servicio de los desafíos país y las necesidades de los habitantes, que sea un aporte crítico para conseguir la sustentabilidad de los ecosistemas y la preservación de la biodiversidad, su rol en la complementación público-privada y la educación en CTCI como pilar fundamental del desarrollo.",https://docs.consejoctci.cl/documento/estrategia-nacional-de-ciencia-tecnologia-conocimiento-e-innovacion-para-el-desarrollo-de-chile-2022/,consejo@consejoctci.cl,"0601,0701,0702",,,,,,,,,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,0702,,,,,
 CL, LA Referencia,"Chile es socio fundador de la Red Latinoamericana para la Ciencia Abierta – LA Referencia – y genera iniciativas nacionales para fomentar el uso de repositorios abiertos, junto con impulsar prácticas de acceso abierto y ciencia abierta en el territorio, a través de instrumentos financiados por la ANID y por la implementación de la Política de Acceso Abierto a la Información Científica y a Datos de Investigación. Es signatario de los principales acuerdos de LA Referencia. Hoy cosecha SciELO Chile y el Repositorio de Producción Científica ANID.",https://www.lareferencia.info/es/nodos/chile,inforepo@anid.cl,"0101,0401,0701,0703,0705,0707",x,,,,,,,,,,,,x,,,,,,,x,,x,,x,,x,0101,,,,,,,,,,,,0401,,,,,,,0701,,0703,,0705,,0707
EC,NODO RDA,Conformación de nodo RDA,,,"0101,0705",X,,,,,,,,,,,,,,,,,,,,,,,X,,,0101,,,,,,,,,,,,,,,,,,,,,,,0705,,
EC,Infraestructura tecnológica de Ciencia Abierta y colaboración en proyectos internacionales,"Ecuador está enfocado en desarrollar una infraestructura tecnológica robusta para respaldar la Ciencia Abierta. Además, colabora en proyectos de fondos internacionales para mejorar las plataformas relacionadas con datos e información generados por la comunidad académica y científica en el país.",,,"0701,0704",,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,0701,,,0704,,,
EC,Red de Repositorio de Acceso Abierto del Ecuador (RRAAE) y Biblioteca Digital Ecuatoriana,"La RRAAE, gestionada por CEDIA, ofrece servicios de recolección y difusión de información digital de acceso abierto de instituciones de educación superior en Ecuador. La Biblioteca Digital Ecuatoriana, a cargo del Consorcio de Bibliotecas Universitarias, actúa como repositorio y ofrece asesoramiento en herramientas bibliográficas y edición académica.",https://rraae.cedia.edu.ec/,info@cedia.org.ec,"0101,0401,0703,0705",X,,,,,,,,,,,,X,,,,,,,,,X,,X,,,0101,,,,,,,,,,,,0401,,,,,,,,,0703,,0705,,
EC,Financiación colectiva para investigación y Evaluación abierta,"SENESCYT es la institución responsable de financiar actividades de ciencia y tecnología en Ecuador. Ofrece convocatorias públicas para financiar programas de investigación en siete áreas. Además, se lleva a cabo la evaluación del rendimiento científico a través de un sistema de acreditación de investigadores y agentes de innovación.",https://www.educacionsuperior.gob.ec/,,"0401,0703",,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,0401,,,,,,,,,0703,,,,
EC,Políticas de Ciencia Abierta en Ecuador,"Ecuador no cuenta con una política nacional de acceso abierto, pero tiene iniciativas importantes en este campo. El Código Orgánico de la Economía Social de los Conocimientos, Creatividad e Innovación establece principios de acceso libre y democrático al conocimiento. El Plan de Ciencia, Tecnología, Innovación y Saberes Ancestrales (CTiySA) incluye acciones para promover políticas de acceso abierto y fomentar la publicación de investigaciones financiadas con fondos públicos en acceso abierto.",https://www.educacionsuperior.gob.ec/senescyt-inicia-la-construccion-del-plan-nacional-de-ciencia-tecnologia-innovacion-y-saberes-ancestrales-2030/,https://aplicaciones.administracionpublica.gob.ec/,"0401,0701",,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,0401,,,,,,,0701,,,,,,
EC,LA Referencia ,"País socio del proyecto LA Referencia, ha generado varias iniciativas nacionales en el tema de Repositorios Institucionales y Acceso Abierto. Es signatario de los principales acuerdos de LA Referencia",https://www.lareferencia.info/es/nodos/ecuador,https://www.lareferencia.info/es/contacto,"0101,0401,0701,0703,0705,0707",x,,,,,,,,,,,,x,,,,,,,x,,x,,x,,x,0101,,,,,,,,,,,,0401,,,,,,,0701,,0703,,0705,,0707
EC,Red de Investigadores Ecuatorianos,"REDI, gestionada por CEDIA, ofrece servicios de recolección y difusión de información digital de acceso abierto de Investigadores con sus areas de investigación con la finalidad de generar redes colaborativas de Investigación.",https://redi.cedia.edu.ec/,info@cedia.org.ec,"0101,0401,0703,0705",X,,,,,,,,,,,,X,,,,,,,,,X,,X,,,0101,,,,,,,,,,,,0401,,,,,,,,,0703,,0705,,
ES,"Ley 17/2022 - Ciencia, la Tecnología y la Innovación, en su Artículo 37 denominado Ciencia Abierta","- Los agentes públicos del Sistema Español de Ciencia, Tecnología e Innovación impulsarán que se haga difusión de los resultados de la actividad científica, tecnológica y de innovación, y que los resultados de la investigación, incluidas las publicaciones científicas, datos, códigos y metodologías, estén disponibles en acceso abierto. El acceso gratuito y libre a los resultados se fomentará mediante el desarrollo de repositorios institucionales o temáticos de acceso abierto, propios o compartidos.
El personal de investigación del sector público o cuya actividad investigadora esté financiada mayoritariamente con fondos públicos y que opte por diseminar sus resultados de investigación en publicaciones científicas, deberá depositar una copia de la versión final aceptada para publicación y los datos asociados a las mismas en repositorios institucionales o temáticos de acceso abierto, de forma simultánea a la fecha de publicación.
 - Los beneficiarios de proyectos de investigación, desarrollo o innovación financiados mayoritariamente con fondos públicos deberán cumplir en todo momento con las obligaciones de acceso abierto dispuestas en las bases o los acuerdos de subvención de las convocatorias correspondientes. Los beneficiarios de ayudas y subvenciones públicas se asegurarán de que conservan los derechos de propiedad se asegurarán de que conservan los derechos de propiedad intelectual necesarios para dar cumplimiento a los requisitos de acceso abierto.
 - Los resultados de la investigación disponibles en acceso abierto podrán ser empleados por las Administraciones Públicas en sus procesos de evaluación, incluyendo la evaluación del mérito investigador.
 - El Ministerio de Ciencia e Innovación facilitará el acceso a los repositorios de acceso abierto y su interconexión con iniciativas similares nacionales e internacionales, promoviendo el desarrollo de sistemas que lo faciliten, e impulsará la ciencia abierta en la Estrategia Española de Ciencia, Tecnología e Innovación, reconociendo el valor de la ciencia como bien común y siguiendo las recomendaciones europeas en materia de ciencia abierta. Además del acceso abierto, y siempre con el objetivo de hacer la ciencia más abierta, accesible, eficiente, transparente y beneficiosa para la sociedad, los Ministerios de Ciencia e Innovación y de Universidades, cada uno en su ámbito de actuación, así como las Comunidades Autónomas en el marco de sus competencias, promoverán también otras iniciativas orientadas a facilitar el libre acceso y gestión de los datos generados por la investigación (datos abiertos), de acuerdo a los principios internacionales FAIR (sencillos de encontrar, accesibles, interoperables y reutilizables), a desarrollar infraestructuras y plataformas abiertas, a fomentar la publicación de los resultados científicos en acceso abierto, y la participación abierta de la sociedad civil en los procesos científicos, tal como se desarrolla en el artículo 38.
 - Lo anterior será compatible con la posibilidad de tomar las medidas oportunas para proteger, con carácter previo a la publicación científica, los derechos sobre los resultados de la actividad de investigación, desarrollo e innovación, de acuerdo con las normativas nacionales y europeas en materia de propiedad intelectual e industrial, obtenciones vegetales o secreto empresarial.

",https://www.boe.es/buscar/pdf/2022/BOE-A-2022-14581-consolidado.pdf,,"0101,0102,0601,0702,0705",x,x,,,,,,,,,,,,,,,,x,,,x,,,x,,,0101,0102,,,,,,,,,,,,,,,,0601,,,0702,,,0705,,
ES,"Real Decreto 99/2011, de 28 de enero, por el que se regulan las enseñanzas oficiales de doctorado","Establece en su artículo 14.5 la obligatoriedad de depositar en acceso abierto las tesis doctorales aprobadas en el correspondiente repositorio institucional, con algunas excepciones establecida en el 14.6:
14.5. Una vez aprobada la tesis doctoral, la universidad se ocupará de su archivo en formato electrónico abierto en un repositorio institucional y remitirá, en formato electrónico, un ejemplar de la misma así como toda la información complementaria que fuera necesaria al Ministerio de Educación a los efectos oportunos.
14.6. En circunstancias excepcionales determinadas por la comisión académica del programa, como pueden ser, entre otras, la participación de empresas en el programa o Escuela, la existencia de convenios de confidencialidad con empresas o la posibilidad de generación de patentes que recaigan sobre el contenido de la tesis, las universidades habilitarán procedimientos para desarrollar los apartados 4 y 5 anteriores que aseguren la no publicidad de estos aspectos.
",https://www.boe.es/boe/dias/2011/02/10/pdfs/BOE-A-2011-2541.pdf,,"0101,0102,0601,0702,0705",x,x,,,,,,,,,,,,,,,,x,,,x,,,x,,,0101,0102,,,,,,,,,,,,,,,,0601,,,0702,,,0705,,
ES,"Ley Orgánica 2/2023, de 22 de marzo, del Sistema Universitario","Establece en su Artículo 12 el Fomento de la Ciencia Abierta y Ciencia Ciudadana:

1. El conocimiento científico tendrá la consideración de un bien común. Las Administraciones Públicas y las universidades promoverán y contribuirán activamente a la Ciencia Abierta mediante el acceso abierto a publicaciones científicas, datos, códigos y metodologías que garanticen la comunicación de la investigación, a fin de alcanzar los objetivos de investigación e innovación responsables que se impulsen desde la comunidad científica, así como los objetivos de libre circulación de los conocimientos científicos y las tecnologías que promulga la política europea de investigación y desarrollo tecnológico.
2. El personal docente e investigador deberá depositar una copia de la versión final aceptada para publicación y los datos asociados a la misma en repositorios institucionales o temáticos de acceso abierto, de forma simultánea a la fecha de publicación.
3. La versión digital de las publicaciones académicas se depositará en los repositorios institucionales, sin perjuicio de otros repositorios de carácter temático o generalista.
4. Los Ministerios de Universidades y de Ciencia e Innovación y los órganos correspondientes de las Comunidades Autónomas, cada uno en su ámbito de actuación, promoverán otras iniciativas orientadas a facilitar el libre acceso a los datos generados por la investigación (datos abiertos) y a desarrollar infraestructuras y plataformas abiertas.
5. Los datos, entendidos como aquellas fuentes primarias necesarias para validar los resultados de las investigaciones, deberán seguir los principios FAIR (datos fáciles de encontrar, accesibles, interoperables y reutilizables) y, siempre que sea posible, difundirse en acceso abierto.
6. Las universidades deberán promover la transparencia en los acuerdos de suscripción con editoriales científicas.
7. Las bibliotecas y otras unidades universitarias facilitarán el acceso de la ciudadanía a los recursos informativos, digitales y no digitales, así como la formación necesaria para promover la difusión de la Ciencia Abierta en la comunidad universitaria y en el conjunto de la sociedad.
8. Las agencias de calidad estatal y autonómicas incluirán entre sus criterios y requisitos de evaluación la accesibilidad en abierto de los resultados científicos del personal docente e investigador.
9. Las agencias de calidad utilizarán los repositorios institucionales como forma de acceso a la documentación, para garantizar la agilidad de los procedimientos de evaluación.
10. Se fomentará la Ciencia Ciudadana como un campo de generación de conocimiento compartido entre la ciudadanía y el sistema universitario de investigación. Con el objetivo de promover la reflexión científica, tecnológica, humanística, artística y cultural y su aplicación a los retos sociales, las universidades favorecerán e impulsarán la colaboración con los actores sociales, y con las Administraciones Públicas, en especial con las Comunidades Autónomas y la Administración Local. <
11. Lo anterior será compatible con la posibilidad de tomar las medidas oportunas para proteger, con carácter previo a la publicación científica, los derechos sobre los resultados de la actividad de investigación, desarrollo e innovación, de acuerdo con las normativas nacionales y europeas en materia de propiedad intelectual e industrial, obtenciones vegetales o secreto empresarial.
",https://www.boe.es/eli/es/lo/2023/03/22/2/dof/spa/pdf,,"0101,0102,0201,0601,0701,0702,0705",x,x,,,,x,,,,,,,,,,,,x,,x,x,,,x,,,0101,0102,,,,0201,,,,,,,,,,,,0601,,0701,0702,,,0705,,
ES,Estrategia Nacional de Ciencia Abierta (ENCA),"Recoge todos los compromisos relativos a la ciencia abierta adoptados por distintos agentes públicos del sistema, los incluidos en la reforma de la Ley 17/2022 de la Ciencia, la Tecnología y la Innovación aprobada en septiembre de 2022, la Estrategia Española de Ciencia, Tecnología e Innovación 2021-2023 y el Plan Estatal de Investigación Científica, Tecnológica e Innovación 2021-2022. Además, realiza un repaso del contexto internacional y nacional en materia de ciencia abierta. ""Establece en su Artículo 12 el Fomento de la Ciencia Abierta y Ciencia Ciudadana. Los principales objetivos son:Sus principales objetivos son:
•Garantizar la existencia de infraestructuras digitales interoperables suficientemente robustas y bien articuladas como para absorber el impacto de la implementación de una política nacional de ciencia abierta y facilitar su integración en el ecosistema internacional y su integración, cuando proceda, en la European Open Science Cloud (EOSC).
•Fomentar la adecuada gestión de los datos de investigación generados por el sistema nacional de I+D+I a través de los principios FAIR (Findable, Accesible, Interoperable, Reusable) para aumentar su localización, accesibilidad, interoperabilidad y reusabilidad.
•Implementar el acceso abierto y gratuito por defecto a las publicaciones y resultados científicos financiados de forma directa o indirecta con fondos públicos, para toda la ciudadanía.
•Establecer nuevos mecanismos de evaluación de la investigación y un sistema de incentivos y reconocimientos dirigidos a impulsar las prácticas de ciencia abierta, así como capacitar a todo el personal (investigador, gestor, financiador, evaluador) para alinear su desempeño profesional con los principios de ciencia abierta.
La Estrategia se implementará a través de medidas concretas que garanticen la implicación efectiva, la sensibilización, la formación y la capacitación del personal que habrá de ser artífice de este cambio cultural: personal investigador, de apoyo, de gestión y ciudadanía. Estas medidas deberán estar adecuadamente coordinadas entre los agentes de financiación, ejecución y evaluación de la actividad investigadora y respaldadas por el marco legal vigente y la acción del Gobierno de España en su conjunto.

",https://www.ciencia.gob.es/InfoGeneralPortal/documento/c30b29d7-abac-4b31-9156-809927b5ee49,,"0101,0102,0601,0701,0705,0707",x,x,,,,,,,,,,,,,,,,x,,x,,,,x,,x,0101,0102,,,,,,,,,,,,,,,,0601,,0701,,,,0705,,0707
ES,Plan Estatal de Investigación Científica y Técnica y de Innovación (PEICTI),"Existen cuatro agentes financiación bajo el paraguas del Ministerio de Ciencia e Innovación: la Agencia Estatal de Investigación (AEI), el Instituto de Salud Carlos III (ISCIII), el Centro para el Desarrollo Tecnológico Industrial (CDTI) y la Fundación Española para la Ciencia y la Tecnología (FECYT). Todas las convocatorias nacionales de financiación lanzadas por las organizaciones mencionadas están incluidas en el Plan Estatal de Investigación Científica y Técnica y de Innovació",https://www.ciencia.gob.es/Estrategias-y-Planes/Planes-y-programas/PEICTI.html,,"0101,0102,0701,0704,0705,0706",X,X,,,,,,,,,,,,,,,,,,x,,,x,x,x,,0101,0102,,,,,,,,,,,,,,,,,,0701,,,0704,0705,0706,
ES,Convocatoria de ayudas María de Guzmán,"Esta convocatoria está dirigida a Universidades tanto públicas como privadas, Organismos públicos de investigación y a aquellas instituciones públicas o privadas que gestionen y proporcionen recursos científicos de forma agregada a las diferentes entidades e instituciones sanitarias públicas y privadas vinculadas o concertadas con el Sistema Nacional de Salud y que desarrollen actividad investigadora.
",https://convocatoriacienciaabierta.fecyt.es/,,"0101,0102,0701",x,x,,,,,,,,,,,,,,,,,,x,,,,,,,0101,0102,,,,,,,,,,,,,,,,,,0701,,,,,,
ES,Convocatoria de Evaluación de la Calidad Editorial de Revistas Españolas,"La Fundación Española para la Ciencia y Tecnología, F.S.P. (FECYT) es una fundación pública dependiente del Ministerio de Ciencia e Innovación. Gracias a esta colaboración, FECYT trabaja para reforzar el vínculo entre ciencia y sociedad mediante acciones que promuevan la ciencia abierta e inclusiva, la cultura y la educación científicas, dando respuesta a las necesidades y retos del Sistema Español de Ciencia, Tecnología e Innovación. 

En este contexto, FECYT ofrece a las revistas científicas españolas una serie de herramientas para mejorar su calidad y visibilidad apoyando su profesionalización e internacionalización. Entre ellas, destacan:
 
Convocatoria de Evaluación de la Calidad Editorial y Científica para la obtención del Sello de Calidad FECYT. 
Ranking de visibilidad e impacto de revistas científicas españolas de Humanidades y Ciencias Sociales con Sello de Calidad FECYT.
Repositorio Español de Ciencia y Tecnología (RECYT), plataforma de gestión editorial basada en Open Journal Systems (OJS) que ofrece a los editores nacionales dos funcionalidades: la gestión integral y online del flujo de trabajo de una revista científica y la publicación electrónica de la misma.
Asesoramiento y formación.",https://calidadrevistas.fecyt.es,,"0101,0501,0704,0705",x,,,,,,,,,,,,,,x,,,,,,,,x,x,,,0101,,,,,,,,,,,,,,0501,,,,,,,,0704,0705,,
ES,Agregador Nacional de Repositorios de Acceso Abierto (RECOLECTA),"Es el agregador nacional de repositorios institucionales y temáticos de acceso abierto. Nacido en 2007 fruto de la colaboración entre la Fundación Española para la Ciencia y la Tecnología (FECYT) y la Red de Bibliotecas Universitarias (REBIUN) de la CRUE, se trata de una plataforma que agrupa a todos los repositorios científicos nacionales y que provee de servicios a sus gestores, a los investigadores y a los agentes implicados en la elaboración de políticas (decisores públicos). Los principales objetivos de RECOLECTA son:
Impulsar y coordinar la infraestructura nacional de repositorios científicos digitales de acceso abierto y garantizar que sea interoperable según los estándares de la comunidad mundial.
Promover, apoyar y facilitar la adopción del acceso abierto por todos los investigadores de las universidades, organismos y centros de I+D españoles, principales productores de conocimiento científico en nuestro país.
Dotar de mayor visibilidad, tanto nacional como internacional, a los resultados de la investigación que se realiza en España.
RECOLECTA agrega a todos los repositorios de acceso abierto en una única plataforma que garantiza su interoperabilidad y permite el acceso a toda la producción científica nacional en abierto, y les ofrece los siguientes servicios:
• Validador de metadatos que permite a los repositorios autoevaluar, tantas veces como quieran, su grado de cumplimiento con las directrices internacionales de interoperabilidad según las OpenAIRE Guidelines for Literature Repository Managers (versiones 3 y 4.0) e identificar registros erróneos.
• Enriquecimiento de metadatos a través de una API REST de acceso público que permite a los repositorios enriquecer sus contenidos con la información relativa a la fuente de financiación de los resultados de investigación almacenados.
• Agregador de contenidos mediante un mecanismo de recolección periódico basado en el protocolo OAI-PMH y en el que se incluyen artículos, sets de datos de investigación y otros documentos de investigación de los repositorios que forman parte de la comunidad de RECOLECTA con periodicidad semanal. 
• Buscador de documentos que permite localizar y acceder a toda la producción científica depositada en abierto en los repositorios españoles, así como a las ayudas públicaspara proyectos de I+D.
• Estadísticas de uso que ofrecen información sobre el número de visitas y descargas de los registros, tanto a nivel de cada repositorio como en RECOLECTA y el agregador de LA Referencia.
• Evalúa la calidad de los repositorios nacionales de acceso abierto a través de 5 ejes (visibilidad, políticas, metadatos, grado de interoperabilidad, uso de logs y estadísticas) siguiendo las directrices internacionales. Este proceso contiene una revisión por partes y permite a los repositorios tener una certificación externa de la calidad de su información, sus procesos de trabajo y sus sistemas de gestión.
• Formación cualificada sobre buenas prácticas en acceso abierto e interoperabilidad.
Todos estos servicios que se ofrecen a través de RECOLECTA, permiten fortalecer a los repositorios institucionales y asegurar su papel como infraestructuras tecnológicas esenciales para los procesos de implementación de las políticas de acceso abierto y ciencia abierta.",https://recolecta.fecyt.es,,"0101,0102,0701,0703",x,x,,,,,,,,,,,,,,,,,,x,,x,,,,,0101,0102,,,,,,,,,,,,,,,,,,0701,,0703,,,,
ES,Diamond Open Access Standars -  Herramienta de autoevaluación del DOAS,"El Diamond OA Standard (DOAS) es una guía desarrollada bajo la coordinación de FECYT que establece el estándar para la edición en acceso abierto diamante, promoviendo la calidad, la equidad y la transparencia en la comunicación científica.",https://diamas.fecyt.es/,,"0101,0701,0704,0705",x,,,,,,,,,,,,,,,,,,,x,,,x,x,,,0101,,,,,,,,,,,,,,,,,,,0701,,,0704,0705,,
ES,Sello CEA-APQ para colecciones de monografías y monografías individuales.,"El sello, que acredita la calidad científica, se concede a aquellas colecciones que cumplen los requisitos en cuatro apartados:
Calidad informativa de la colección. El sello valora distintos aspectos sobre la comunicación, difusión y acceso de la colección como la identificación de la colección, la inclusión de metadatos y las reseñas en revistas científicas.
Calidad de la política editorial. Los requisitos, en este caso, analizan la definición de la política editorial de cada colección y la identificación y prestigio del director de la colección y del comité asesor.
Calidad sobre los procesos editoriales. Las editoriales deben acreditar la existencia de instrucciones detalladas para el envío de libros impresos y electrónicos, la información sobre el proceso de selección de manuscritos y la comunicación razonada de la aceptación o el rechazo de las obras.
Reputación y prestigio de la colección. Finalmente, los requisitos en este apartado valorarán la publicación frecuente de autores externos a la institución editora y la capacidad de atracción de originales de autores extranjeros además de las citas y las reseñas recibidas.",https://www.selloceaapq.es/,,"0101,0701,0704",x,,,,,,,,,,,,,,,,,,,x,,,x,,,,0101,,,,,,,,,,,,,,,,,,,0701,,,0704,,,
ES,"Agregador nacional de repositorios y el buscador de contenidos en acceso abierto y la plataforma de edición académica  - RECYT.
","RECYT,Repositorio Español de Ciencia y Tecnología, es una plataforma creada por la FECYT. Su objetivo principal es apoyar la profesionalización e internacionalización de las publicaciones científicas españolas.
Esta plataforma utiliza la tecnología Open Journal System (OJS) para gestionar, editar y acceder al contenido de revistas científicas de alta calidad. RECYT facilita la gestión integral de las revistas, desde la recepción de manuscritos hasta la publicación final; mejora la calidad y transparencia de las publicaciones, optimizando la indexación de artículos y las políticas de publicación y proporciona acceso público a una amplia gama de revistas científicas, aumentando la visibilidad y el impacto de la investigación española.
 ",https://recyt.fecyt.es/index.php/index/about_us,,"0101,0701,0703",x,,,,,,,,,,,,,,,,,,,x,,x,,,,,0101,,,,,,,,,,,,,,,,,,,0701,,0703,,,,
ES,European Open Science Cloud (EOSC),"El modelo de implementación del EOSC es tripartito. Por un lado, (1) la Comisión Europea, a través del programa de Infraestructuras de Investigación de Horizonte Europa, financia un conjunto de acciones para la creación de políticas, iniciativas,  servicios, entornos y buenas prácticas en el ámbito de los datos de investigación en 
abierto. (2) Por otro lado, la Asociación EOSC reúne a instituciones, mayoritariamente  europeas, que representan a la comunidad que construye el entorno EOSC. (3) Finalmente, los países se encuentran representados a través del Steering Board, un  grupo expertos, del cual FECYT forma parte, para garantizar la coordinación entre la 
comisión y los estados miembros. A nivel nacional, el CSIC fue uno de los 4 miembros fundadores de la asociación EOSC y actualmente es miembro encomendado de la misma, encargado de coordinación nacional,",https://open-science-cloud.ec.europa.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,OPERAS,Fecyt es es el nodo nacional de la Infraestructura de Investigación Europea dedicada al desarrollo de la comunicación académica abierta en las Ciencias Sociales y Humanas OPERAS,https://operas-eu.org/,,"0101,0701,0703",x,,,,,,,,,,,,,,,,,,,x,,x,,,,,0101,,,,,,,,,,,,,,,,,,,0701,,0703,,,,
ES,LA Referencia,"País socio de LA Referencia, ha generado iniciativas nacionales en el tema de Repositorios y Acceso Abierto. Es signatario de los principales acuerdos de LA Referencia.",https://www.lareferencia.info/en/nodos/espana,,"0101,0401,0701,0703,0705,0707",x,,,,,,,,,,,,x,,,,,,,x,,x,,x,,x,0101,,,,,,,,,,,,0401,,,,,,,0701,,0703,,0705,,0707
ES,OpenAIRE,"OpenAIRE es una infraestructura tecnológica y de servicios creada en el año 2009 para apoyar, acelerar y medir la correcta implementación de las políticas europeas de acceso abierto a publicaciones científicas y datos de investigación. OpenAIRE cuenta con una sólida red de National Open Access Desks (NOADs), agentes que actúan como puntos de referencia nacional para divulgar y difundir las políticas de acceso abierto de la Comisión Europea entre las instituciones y los investigadores, así como para facilitar la coordinación de las políticas nacionales con las europeas.
OpenAIRE nació en 2009 como una Coordination and Support Action (CSA) financiada por el VII Programa Marco y ha mantenido su financiación de forma ininterrumpida hasta diciembre de 2020. Esta inciativa ha sido considerada por la Comisión Europea como un caso de éxito en el camino hacia la ciencia abierta.
 FECYT ha formado parte del consorcio OpenAIRE, desde su primera edición, en calidad de NOAD español. Las sinergias entre OpenAIRE y RECOLECTA son muy fuertes en todos los aspectos referentes a la estandarización de identificadores y la interoperabilidad de repositorios de acceso abierto.



",https://www.recolecta.fecyt.es/alianzas/openaire,,"0101,0703",x,,,,,,,,,,,,,,,,,,,,,x,,,,,0101,,,,,,,,,,,,,,,,,,,,,0703,,,,
ES,CoARA,"La COARA es un espacio de diálogo, colaboración y aprendizaje mutuo impulsado por la CE para apoyar y facilitar la aplicación del paradigma de la ciencia abierta a la medición del rendimiento investigador por parte de sus miembros, respetando su autonomía institucional. Su objetivo específico es hacer posible una reforma sistémica del sistema de evaluación del mérito investigador basada en principios comunes y facilitar las actividades de intercambio de información y aprendizaje mutuo entre todos los agentes implicados.  Dada la enorme relevancia de COARA en el ecosistema internacional de ciencia y tecnología , en 2024, la FECYT ha firmado su adhesión a COARA. ",https://coara.eu/,,"0101,0501",x,,,,,,,,,,,,,,x,,,,,,,,,,,,0101,,,,,,,,,,,,,,0501,,,,,,,,,,,
ES,CVN,"Gestionado por la FECYT, es un currículum vítae único para los investigadores e interoperable entre los sistemas informáticos:
 - Un currículum vítae digital y normalizado con un contenido y formato común.
 - Un estándar de intercambio de la información científica y curricular
Que posibilita:
 - Unificar el formato de CV en las distintas convocatorias de actuaciones de I+D+I
 - Facilitar la transferencia y valorización de resultados de la investigación
 - Contribuir al desarrollo de la administración electrónica
CVN tiene por objetivo: 
 - Ayudar a los investigadores a transportar su CV de un sistema a otro
 - Ayudar a las instituciones a agilizar los procesos de gestión, explotación, transferencia y creación de estadísticas de datos curriculares
 - Ayudar a los gestores públicos a reducir los costes de gestión y las cargas administrativas.
 - Ayudar a los evaluadores a reducir el tiempo de los procesos de evaluación y acreditación del personal investigador.",,,"0101,0703",x,,,,,,,,,,,,,,,,,,,,,x,,,,,0101,,,,,,,,,,,,,,,,,,,,,0703,,,,
UY,Sistema nacional de repositorios abiertos de ciencia y tecnología,"Reunir y difundir la producción nacional recogida en repositorios institucionales,articular políticas institucionales de acceso abierto, estandarizar matadatos, dar soporte a repositorios. ",silo.uy,silo@anii.org.uyy,"0101,0102,0401,0503,0602,0701,0703,0704,0705,0707",X,X,,,,,,,,,,,X,,,,X,,X,X,,X,X,X,,X,0101,0102,,,,,,,,,,,0401,,,,0503,,0602,0701,,0703,0704,0705,,0707
UY,Reglamento de Acceso Abierto de la Agencia Nacional de Investigación e Innovación,"Uruguay no tiene una política nacional de acceso abierto, pero las principales instituciones públicas financiadoras de proyectos de investigación  (la universidad de la República y la Agencia Nacional de Investigación e Innovació) tienen mandatos específicos relacionados con las publicaciones resultantes de actividades de investigación. ANII publicó en 2019 su reglamento de Acceso Abierto, que establece la obligación de los beneficiarios de instrumentos de I+D de depositar las publicaciones resultantes en acceso abierto a través de un repositorio miembro del Sistema nacional de repositorios abiertos en ciencia y tecnología cosechado por el agregador nacional SILO.",https://www.anii.org.uy/institucional/documentos-de-interes/30/reglamento-de-acceso-abierto/,silo@anii.org.uy,"0101,0602,0702,0705",X,,,,,,,,,,,,,,,,,,X,,X,,,X,,,0101,,,,,,,,,,,,,,,,,,0602,,0702,,,0705,,
UY,REDATA Repositorio de datos de investigación en Uruguay, Incentivar la publicación y reutilización de los datpos resultantes de investigaciones nacionales de cualquier área o disciplina de acuerdo a principios FAIR,redata.anii.org.uy,redata@anii.org.uy,"0101,0102,0401,0502,0503,0602,0701,0703,0704,0705,0706",X,X,,,,,,,,,,,X,,,X,X,,X,X,,X,X,X,X,,0101,0102,,,,,,,,,,,0401,,,0502,0503,,0602,0701,,0703,0704,0705,0706,
